quality_inspection_id,inspection_code,inspection_type,supplier_id,material_id,production_order_id,inspection_date,inspected_qty,accepted_qty,rejected_qty,result,defect_type
348,来料检验-000348,来料检验,5,116,,2025-12-16,60.2879,60.2879,0.0,合格,
349,来料检验-000349,来料检验,12,91,,2025-08-02,1022.1781,1022.1781,0.0,合格,
350,来料检验-000350,来料检验,2,36,,2025-03-23,756.0517,756.0517,0.0,合格,
351,来料检验-000351,来料检验,4,94,,2025-04-27,28,28,0,合格,
352,来料检验-000352,来料检验,6,44,,2026-02-20,376.3252,376.3252,0.0,合格,
353,来料检验-000353,来料检验,15,47,,2024-09-22,147,147,0,合格,
354,来料检验-000354,来料检验,11,39,,2024-11-03,138,138,0,合格,
355,来料检验-000355,来料检验,50,20,,2025-01-20,1025.1286,1025.1286,0.0,合格,
356,来料检验-000356,来料检验,35,82,,2024-08-26,723.2285,723.2285,0.0,合格,
357,来料检验-000357,来料检验,47,15,,2025-04-25,140,140,0,合格,
358,来料检验-000358,来料检验,38,67,,2025-02-14,894.1892,830.6928,63.4964,不合格,尺寸超差
359,来料检验-000359,来料检验,49,40,,2025-10-19,33,33,0,合格,
360,来料检验-000360,来料检验,40,58,,2025-09-05,149.536,149.536,0.0,合格,
361,来料检验-000361,来料检验,4,15,,2025-05-14,153,153,0,合格,
362,来料检验-000362,来料检验,33,54,,2025-01-02,70,70,0,合格,
363,来料检验-000363,来料检验,34,45,,2026-05-02,93,93,0,合格,
364,来料检验-000364,来料检验,8,45,,2024-09-17,45,45,0,合格,
365,来料检验-000365,来料检验,26,87,,2025-08-29,42,42,0,合格,
366,来料检验-000366,来料检验,36,87,,2024-12-17,15,15,0,合格,
367,来料检验-000367,来料检验,36,64,,2026-02-07,129,129,0,合格,
368,来料检验-000368,来料检验,21,77,,2026-03-22,85,85,0,合格,
369,来料检验-000369,来料检验,50,39,,2025-08-09,160,160,0,合格,
370,来料检验-000370,来料检验,26,35,,2026-01-18,657.1088,657.1088,0.0,合格,
371,来料检验-000371,来料检验,43,110,,2025-08-04,61,61,0,合格,
372,来料检验-000372,来料检验,21,106,,2024-11-15,812.5686,812.5686,0.0,合格,
373,来料检验-000373,来料检验,34,11,,2026-02-01,718.4463,718.4463,0.0,合格,
374,来料检验-000374,来料检验,47,6,,2025-03-05,151,151,0,合格,
375,来料检验-000375,来料检验,41,104,,2025-02-24,59,59,0,合格,
376,来料检验-000376,来料检验,20,60,,2025-02-06,157.9667,157.9667,0.0,合格,
377,来料检验-000377,来料检验,16,82,,2025-12-17,541.2601,541.2601,0.0,合格,
378,来料检验-000378,来料检验,6,10,,2026-02-11,618.8318,618.8318,0.0,合格,
379,来料检验-000379,来料检验,3,106,,2025-01-26,985.7837,985.7837,0.0,合格,
380,来料检验-000380,来料检验,12,81,,2025-04-24,38,38,0,合格,
381,来料检验-000381,来料检验,36,64,,2025-07-14,44,44,0,合格,
382,来料检验-000382,来料检验,15,3,,2025-09-10,848.4512,848.4512,0.0,合格,
383,来料检验-000383,来料检验,5,13,,2026-06-06,104,104,0,合格,
384,来料检验-000384,来料检验,9,77,,2026-02-02,24,24,0,合格,
385,来料检验-000385,来料检验,8,4,,2025-02-26,1027.6812,1027.6812,0.0,合格,
386,来料检验-000386,来料检验,43,110,,2025-06-27,122,122,0,合格,
387,来料检验-000387,来料检验,13,65,,2026-05-06,20,20,0,合格,
388,来料检验-000388,来料检验,13,51,,2026-02-16,1117.3829,1117.3829,0.0,合格,
389,来料检验-000389,来料检验,32,23,,2026-02-03,109,109,0,合格,
390,来料检验-000390,来料检验,34,52,,2026-04-04,755.97,755.97,0.0,合格,
391,来料检验-000391,来料检验,20,91,,2026-01-07,1027.544,1027.544,0.0,合格,
392,来料检验-000392,来料检验,18,49,,2025-04-19,63,63,0,合格,
393,来料检验-000393,来料检验,50,94,,2026-06-07,158,158,0,合格,
394,来料检验-000394,来料检验,30,31,,2025-05-24,148,148,0,合格,
395,来料检验-000395,来料检验,24,52,,2025-04-04,82.8414,82.8414,0.0,合格,
396,来料检验-000396,来料检验,46,45,,2025-04-09,29,29,0,合格,
397,来料检验-000397,来料检验,19,103,,2024-10-25,70,70,0,合格,
398,来料检验-000398,来料检验,40,24,,2025-11-18,105,105,0,合格,
399,来料检验-000399,来料检验,23,90,,2026-06-12,667.0051,633.2849,33.7202,不合格,表面缺陷
400,来料检验-000400,来料检验,20,91,,2026-08-03,656.7958,656.7958,0.0,合格,
401,来料检验-000401,来料检验,23,59,,2025-03-10,354.0949,354.0949,0.0,合格,
402,来料检验-000402,来料检验,9,83,,2025-12-11,1046.5962,1046.5962,0.0,合格,
403,来料检验-000403,来料检验,28,105,,2025-05-10,113,113,0,合格,
404,来料检验-000404,来料检验,1,68,,2024-10-04,892.3023,892.3023,0.0,合格,
405,来料检验-000405,来料检验,21,120,,2026-06-10,127,127,0,合格,
406,来料检验-000406,来料检验,46,20,,2024-12-14,144.7074,144.7074,0.0,合格,
407,来料检验-000407,来料检验,26,39,,2025-08-03,39,39,0,合格,
408,来料检验-000408,来料检验,35,107,,2025-08-01,735.7399,735.7399,0.0,合格,
409,来料检验-000409,来料检验,3,70,,2026-03-19,79,79,0,合格,
410,来料检验-000410,来料检验,36,8,,2025-04-29,82,82,0,合格,
411,来料检验-000411,来料检验,15,65,,2026-05-11,33,33,0,合格,
412,来料检验-000412,来料检验,45,45,,2025-01-05,7,7,0,合格,
413,来料检验-000413,来料检验,6,10,,2025-05-11,722.0128,722.0128,0.0,合格,
414,来料检验-000414,来料检验,43,16,,2025-02-18,112,112,0,合格,
415,来料检验-000415,来料检验,25,64,,2025-04-26,76,76,0,合格,
416,来料检验-000416,来料检验,7,49,,2025-03-07,67,67,0,合格,
417,来料检验-000417,来料检验,32,97,,2025-11-30,85,85,0,合格,
418,来料检验-000418,来料检验,3,70,,2025-10-06,83,83,0,合格,
419,来料检验-000419,来料检验,20,13,,2026-03-13,68,68,0,合格,
420,来料检验-000420,来料检验,1,61,,2025-08-03,136,136,0,合格,
421,来料检验-000421,来料检验,50,119,,2025-01-13,6,6,0,合格,
422,来料检验-000422,来料检验,3,65,,2026-04-09,8,8,0,合格,
423,来料检验-000423,来料检验,42,84,,2025-06-13,460.7636,460.7636,0.0,合格,
424,来料检验-000424,来料检验,18,49,,2026-04-24,23,23,0,合格,
425,来料检验-000425,来料检验,13,39,,2025-07-29,78,78,0,合格,
426,来料检验-000426,来料检验,9,74,,2025-12-24,510.0888,510.0888,0.0,合格,
427,来料检验-000427,来料检验,49,86,,2026-05-09,106,106,0,合格,
428,来料检验-000428,来料检验,48,48,,2025-10-16,87,87,0,合格,
429,来料检验-000429,来料检验,35,104,,2025-02-25,120,120,0,合格,
430,来料检验-000430,来料检验,36,106,,2025-02-14,92.739,92.739,0.0,合格,
431,来料检验-000431,来料检验,35,19,,2025-10-26,135.6672,135.6672,0.0,合格,
432,来料检验-000432,来料检验,35,96,,2025-08-10,33,33,0,合格,
433,来料检验-000433,来料检验,1,26,,2025-05-02,514.108,514.108,0.0,合格,
434,来料检验-000434,来料检验,49,77,,2025-04-15,151,151,0,合格,
435,来料检验-000435,来料检验,2,109,,2026-02-14,131,131,0,合格,
436,来料检验-000436,来料检验,28,69,,2026-05-08,10,10,0,合格,
437,来料检验-000437,来料检验,29,3,,2026-06-27,832.3203,832.3203,0.0,合格,
438,来料检验-000438,来料检验,26,118,,2025-03-21,94,94,0,合格,
439,来料检验-000439,来料检验,30,14,,2025-12-13,133,133,0,合格,
440,来料检验-000440,来料检验,4,49,,2024-12-28,119,119,0,合格,
441,来料检验-000441,来料检验,21,120,,2025-08-27,111,111,0,合格,
442,来料检验-000442,来料检验,3,3,,2025-08-23,465.3477,438.4571,26.8906,不合格,性能不达标
443,来料检验-000443,来料检验,10,6,,2026-01-31,72,72,0,合格,
444,来料检验-000444,来料检验,28,37,,2025-04-30,151,151,0,合格,
445,来料检验-000445,来料检验,47,86,,2025-12-02,22,22,0,合格,
446,来料检验-000446,来料检验,14,11,,2025-04-01,896.0572,896.0572,0.0,合格,
447,来料检验-000447,来料检验,50,80,,2026-01-05,74,74,0,合格,
448,来料检验-000448,来料检验,1,1,,2025-10-09,610.2835,610.2835,0.0,合格,
449,来料检验-000449,来料检验,3,52,,2026-02-10,542.828,542.828,0.0,合格,
450,来料检验-000450,来料检验,28,5,,2026-02-21,128,128,0,合格,
451,来料检验-000451,来料检验,49,9,,2026-05-11,127,127,0,合格,
452,来料检验-000452,来料检验,44,57,,2025-02-01,49,49,0,合格,
453,来料检验-000453,来料检验,42,10,,2026-03-16,98.6618,98.6618,0.0,合格,
454,来料检验-000454,来料检验,33,77,,2025-11-03,27,27,0,合格,
455,来料检验-000455,来料检验,9,5,,2025-03-11,156,156,0,合格,
456,来料检验-000456,来料检验,48,79,,2025-05-08,77,77,0,合格,
457,来料检验-000457,来料检验,33,107,,2026-02-19,741.3836,741.3836,0.0,合格,
458,来料检验-000458,来料检验,21,87,,2024-08-23,78,78,0,合格,
459,来料检验-000459,来料检验,31,18,,2026-04-17,183.6221,183.6221,0.0,合格,
460,来料检验-000460,来料检验,21,1,,2024-12-18,900.6587,900.6587,0.0,合格,
461,来料检验-000461,来料检验,47,86,,2025-09-08,150,150,0,合格,
462,来料检验-000462,来料检验,19,86,,2025-05-08,92,92,0,合格,
463,来料检验-000463,来料检验,4,79,,2025-02-03,106,106,0,合格,
464,来料检验-000464,来料检验,28,69,,2025-03-28,94,94,0,合格,
465,来料检验-000465,来料检验,17,59,,2025-07-11,1133.6905,1133.6905,0.0,合格,
466,来料检验-000466,来料检验,49,83,,2025-09-04,111.5631,111.5631,0.0,合格,
467,来料检验-000467,来料检验,24,42,,2026-07-02,1084.1011,1084.1011,0.0,合格,
468,来料检验-000468,来料检验,37,103,,2025-05-27,25,25,0,合格,
469,来料检验-000469,来料检验,1,84,,2025-10-16,411.0689,411.0689,0.0,合格,
470,来料检验-000470,来料检验,21,120,,2025-03-19,11,11,0,合格,
471,来料检验-000471,来料检验,8,51,,2024-12-14,83.8679,83.8679,0.0,合格,
472,来料检验-000472,来料检验,14,35,,2026-06-09,1068.1122,1068.1122,0.0,合格,
473,来料检验-000473,来料检验,29,43,,2025-04-17,754.0532,754.0532,0.0,合格,
474,来料检验-000474,来料检验,14,8,,2025-01-14,98,98,0,合格,
475,来料检验-000475,来料检验,8,45,,2024-09-23,81,81,0,合格,
476,来料检验-000476,来料检验,43,113,,2025-05-25,84,84,0,合格,
477,来料检验-000477,来料检验,47,89,,2026-02-24,51,51,0,合格,
478,来料检验-000478,来料检验,37,82,,2025-11-21,119.2124,119.2124,0.0,合格,
479,来料检验-000479,来料检验,5,13,,2025-12-28,141,141,0,合格,
480,来料检验-000480,来料检验,35,19,,2026-02-15,819.55,819.55,0.0,合格,
481,来料检验-000481,来料检验,26,79,,2026-07-25,104,104,0,合格,
482,来料检验-000482,来料检验,29,3,,2024-09-14,413.1647,413.1647,0.0,合格,
483,来料检验-000483,来料检验,32,23,,2025-08-01,34,34,0,合格,
484,来料检验-000484,来料检验,50,22,,2024-11-14,14,14,0,合格,
485,来料检验-000485,来料检验,12,63,,2024-10-30,74,69,5,不合格,尺寸超差
486,来料检验-000486,来料检验,50,119,,2025-12-26,148,148,0,合格,
487,来料检验-000487,来料检验,49,83,,2026-03-24,209.5238,209.5238,0.0,合格,
488,来料检验-000488,来料检验,26,25,,2026-07-06,64,64,0,合格,
489,来料检验-000489,来料检验,36,42,,2026-03-04,1156.3685,1156.3685,0.0,合格,
490,来料检验-000490,来料检验,16,44,,2025-07-24,170.6577,170.6577,0.0,合格,
491,来料检验-000491,来料检验,43,77,,2025-07-17,32,32,0,合格,
492,来料检验-000492,来料检验,17,112,,2025-01-19,64,64,0,合格,
493,来料检验-000493,来料检验,27,56,,2025-04-20,121,121,0,合格,
494,来料检验-000494,来料检验,15,65,,2024-11-15,87,87,0,合格,
495,来料检验-000495,来料检验,41,115,,2024-09-18,971.4962,971.4962,0.0,合格,
496,来料检验-000496,来料检验,13,96,,2025-11-07,152,152,0,合格,
497,来料检验-000497,来料检验,9,40,,2026-01-31,157,157,0,合格,
498,来料检验-000498,来料检验,3,52,,2025-11-23,702.989,702.989,0.0,合格,
499,来料检验-000499,来料检验,15,23,,2024-10-16,63,63,0,合格,
500,来料检验-000500,来料检验,26,80,,2025-05-17,48,48,0,合格,
501,来料检验-000501,来料检验,19,42,,2026-07-13,394.6746,394.6746,0.0,合格,
502,来料检验-000502,来料检验,36,64,,2025-04-06,46,46,0,合格,
503,来料检验-000503,来料检验,49,41,,2024-10-15,47,47,0,合格,
504,来料检验-000504,来料检验,26,84,,2026-03-15,306.9546,271.4804,35.4742,不合格,表面缺陷
505,来料检验-000505,来料检验,41,18,,2024-11-27,383.677,383.677,0.0,合格,
506,来料检验-000506,来料检验,33,36,,2025-03-08,393.4045,393.4045,0.0,合格,
507,来料检验-000507,来料检验,8,45,,2026-01-13,26,26,0,合格,
508,来料检验-000508,来料检验,41,18,,2026-05-19,903.6823,903.6823,0.0,合格,
509,来料检验-000509,来料检验,2,109,,2024-10-08,91,91,0,合格,
510,来料检验-000510,来料检验,45,66,,2025-05-11,586.7917,586.7917,0.0,合格,
511,来料检验-000511,来料检验,21,87,,2026-01-12,62,62,0,合格,
512,来料检验-000512,来料检验,30,49,,2025-01-25,82,82,0,合格,
513,来料检验-000513,来料检验,30,14,,2025-11-11,79,79,0,合格,
514,来料检验-000514,来料检验,1,50,,2025-10-13,865.532,865.532,0.0,合格,
515,来料检验-000515,来料检验,33,9,,2025-12-06,6,6,0,合格,
516,来料检验-000516,来料检验,29,105,,2025-11-11,56,56,0,合格,
517,来料检验-000517,来料检验,36,7,,2025-06-21,24,24,0,合格,
518,来料检验-000518,来料检验,16,70,,2025-03-23,45,45,0,合格,
519,来料检验-000519,来料检验,33,47,,2025-05-31,79,73,6,不合格,尺寸超差
520,来料检验-000520,来料检验,9,5,,2024-11-18,29,29,0,合格,
521,来料检验-000521,来料检验,33,54,,2026-06-06,126,126,0,合格,
522,来料检验-000522,来料检验,3,3,,2026-05-24,419.3796,419.3796,0.0,合格,
523,来料检验-000523,来料检验,25,100,,2026-06-10,1179.2638,1179.2638,0.0,合格,
524,来料检验-000524,来料检验,48,20,,2024-08-27,239.8909,239.8909,0.0,合格,
525,来料检验-000525,来料检验,32,36,,2024-12-06,1188.2027,1188.2027,0.0,合格,
526,来料检验-000526,来料检验,13,98,,2025-08-30,365.0665,365.0665,0.0,合格,
527,来料检验-000527,来料检验,50,20,,2025-05-21,837.2815,837.2815,0.0,合格,
528,来料检验-000528,来料检验,42,78,,2024-10-20,38,38,0,合格,
529,来料检验-000529,来料检验,31,90,,2026-03-01,1083.3123,1083.3123,0.0,合格,
530,来料检验-000530,来料检验,23,83,,2025-05-27,1101.2755,1101.2755,0.0,合格,
531,来料检验-000531,来料检验,4,49,,2025-06-18,136,136,0,合格,
532,来料检验-000532,来料检验,43,108,,2025-09-21,1016.7995,1016.7995,0.0,合格,
533,来料检验-000533,来料检验,35,63,,2025-06-14,132,132,0,合格,
534,来料检验-000534,来料检验,48,20,,2025-05-04,339.4158,339.4158,0.0,合格,
535,来料检验-000535,来料检验,19,56,,2024-10-17,146,146,0,合格,
536,来料检验-000536,来料检验,3,54,,2025-08-19,94,94,0,合格,
537,来料检验-000537,来料检验,33,54,,2025-05-31,40,40,0,合格,
538,来料检验-000538,来料检验,13,108,,2024-12-28,727.9299,727.9299,0.0,合格,
539,来料检验-000539,来料检验,30,75,,2025-03-13,1046.3594,1046.3594,0.0,合格,
540,来料检验-000540,来料检验,12,26,,2025-11-01,679.0652,679.0652,0.0,合格,
541,来料检验-000541,来料检验,22,120,,2026-03-24,44,44,0,合格,
542,来料检验-000542,来料检验,50,80,,2025-02-08,49,49,0,合格,
543,来料检验-000543,来料检验,36,64,,2024-09-27,103,103,0,合格,
544,来料检验-000544,来料检验,1,1,,2025-01-06,1025.7734,1025.7734,0.0,合格,
545,来料检验-000545,来料检验,47,89,,2024-12-23,9,9,0,合格,
546,来料检验-000546,来料检验,5,46,,2025-01-29,7,7,0,合格,
547,来料检验-000547,来料检验,29,43,,2025-04-06,199.114,199.114,0.0,合格,
548,来料检验-000548,来料检验,16,44,,2025-02-12,1037.9195,1037.9195,0.0,合格,
549,来料检验-000549,来料检验,2,72,,2025-07-26,68,68,0,合格,
550,来料检验-000550,来料检验,26,80,,2026-01-14,76,76,0,合格,
551,来料检验-000551,来料检验,10,14,,2025-02-11,117,105,12,不合格,尺寸超差
552,来料检验-000552,来料检验,30,55,,2025-12-21,135,135,0,合格,
553,来料检验-000553,来料检验,34,99,,2025-12-30,689.3919,689.3919,0.0,合格,
554,来料检验-000554,来料检验,12,62,,2025-04-30,27,27,0,合格,
555,来料检验-000555,来料检验,13,96,,2026-04-03,103,103,0,合格,
556,来料检验-000556,来料检验,11,63,,2026-01-09,44,44,0,合格,
557,来料检验-000557,来料检验,41,115,,2026-03-10,750.5449,750.5449,0.0,合格,
558,来料检验-000558,来料检验,22,9,,2025-01-01,77,77,0,合格,
559,来料检验-000559,来料检验,3,23,,2025-04-24,92,92,0,合格,
560,来料检验-000560,来料检验,48,98,,2026-04-19,928.0467,928.0467,0.0,合格,
561,来料检验-000561,来料检验,49,75,,2026-05-29,651.4833,580.0966,71.3867,不合格,表面缺陷
562,来料检验-000562,来料检验,37,82,,2024-08-16,813.4705,813.4705,0.0,合格,
563,来料检验-000563,来料检验,1,33,,2025-01-25,122,122,0,合格,
564,来料检验-000564,来料检验,21,77,,2025-11-03,48,48,0,合格,
565,来料检验-000565,来料检验,24,52,,2025-10-13,945.5077,945.5077,0.0,合格,
566,来料检验-000566,来料检验,39,48,,2025-02-01,99,99,0,合格,
567,来料检验-000567,来料检验,22,114,,2025-04-24,99.2646,99.2646,0.0,合格,
568,来料检验-000568,来料检验,21,106,,2025-03-12,63.2907,63.2907,0.0,合格,
569,来料检验-000569,来料检验,48,31,,2025-05-03,95,95,0,合格,
570,来料检验-000570,来料检验,29,97,,2025-03-08,122,122,0,合格,
571,来料检验-000571,来料检验,48,18,,2025-06-07,1022.8791,1022.8791,0.0,合格,
572,来料检验-000572,来料检验,45,47,,2025-10-15,38,38,0,合格,
573,来料检验-000573,来料检验,40,97,,2025-09-18,129,129,0,合格,
574,来料检验-000574,来料检验,42,71,,2024-11-23,158,158,0,合格,
575,来料检验-000575,来料检验,19,42,,2025-10-24,978.2407,978.2407,0.0,合格,
576,来料检验-000576,来料检验,40,7,,2024-12-20,68,68,0,合格,
577,来料检验-000577,来料检验,46,24,,2024-12-04,83,83,0,合格,
578,来料检验-000578,来料检验,43,61,,2025-04-03,43,43,0,合格,
579,来料检验-000579,来料检验,46,24,,2025-03-25,160,160,0,合格,
580,来料检验-000580,来料检验,31,90,,2025-06-15,641.8513,641.8513,0.0,合格,
581,来料检验-000581,来料检验,46,32,,2025-01-06,7,7,0,合格,
582,来料检验-000582,来料检验,25,101,,2024-08-25,7,7,0,合格,
583,来料检验-000583,来料检验,31,73,,2026-04-26,153,153,0,合格,
584,来料检验-000584,来料检验,32,36,,2024-09-28,736.4008,736.4008,0.0,合格,
585,来料检验-000585,来料检验,5,116,,2025-10-27,798.2932,798.2932,0.0,合格,
586,来料检验-000586,来料检验,19,7,,2025-04-13,6,6,0,合格,
